INDEX HOPPING_ID_2 HOPPING_ID_1 R_2 R_1 MEAN_R MEAN_I STD
477 2 2 13 12 -0.00709219 -0.00000000 0.02131014
478 2 2 13 13 2.96035958 0.00000000 0.54778063
479 2 2 13 14 -0.03911440 -0.00000000 0.07226951
480 2 2 13 15 -0.17099024 -0.00000000 0.24479530
481 2 2 14 0 0.10830337 -0.00000000 0.10783091
482 2 2 14 1 0.31161963 0.00000000 0.27442446
483 2 2 14 2 0.31584848 0.00000000 0.30899631
484 2 2 14 3 -0.00693309 0.00000000 0.04095692
485 2 2 14 4 -0.00751432 -0.00000000 0.01025943
486 2 2 14 5 0.11537714 0.00000000 0.11482375
487 2 2 14 6 0.37661750 -0.00000000 0.37164196
488 2 2 14 7 0.09705778 0.00000000 0.06857048
489 2 2 14 8 0.02661926 0.00000000 0.02278058
490 2 2 14 9 -0.03827247 0.00000000 0.04149967
491 2 2 14 10 0.05006635 0.00000000 0.07727259
492 2 2 14 11 0.21877749 -0.00000000 0.19283283
493 2 2 14 12 0.00470703 0.00000000 0.00661522
494 2 2 14 13 -0.03911440 -0.00000000 0.07226951
495 2 2 14 14 4.93365026 0.00000000 3.53002209
496 2 2 14 15 0.36487692 0.00000000 0.26594187
497 2 2 15 0 -0.01397331 0.00000000 0.01590771
498 2 2 15 1 0.38865695 0.00000000 0.32812258
499 2 2 15 2 0.24408401 0.00000000 0.10953124
500 2 2 15 3 0.14440034 0.00000000 0.09559562
501 2 2 15 4 -0.00231658 -0.00000000 0.00636839
502 2 2 15 5 0.03360341 0.00000000 0.03361134
503 2 2 15 6 0.20054146 -0.00000000 0.16763490
504 2 2 15 7 0.30478154 0.00000000 0.21172766
505 2 2 15 8 0.03778787 -0.00000000 0.01970600
506 2 2 15 9 0.29389649 0.00000000 0.28854874
507 2 2 15 10 -0.13269396 -0.00000000 0.17156252
508 2 2 15 11 0.10439368 0.00000000 0.05317289
509 2 2 15 12 0.05807374 0.00000000 0.02488332
510 2 2 15 13 -0.17099024 -0.00000000 0.24479530
511 2 2 15 14 0.36487692 0.00000000 0.26594187
512 2 2 15 15 1.75673646 0.00000000 0.35003414
