INDEX BOND_ID_2 BOND_ID_1 R_2 R_1 MEAN_R MEAN_I STD
481 2 2 14 0 -0.15109896 0.00000000 0.13174175
482 2 2 14 1 0.10167600 0.00000000 0.18593699
483 2 2 14 2 -0.30125343 -0.00000000 0.19795960
484 2 2 14 3 -0.08178793 -0.00000000 0.02551079
485 2 2 14 4 0.02409068 -0.00000000 0.03354225
486 2 2 14 5 -0.28876938 -0.00000000 0.28335940
487 2 2 14 6 -0.27985050 0.00000000 0.27419711
488 2 2 14 7 -0.05734049 -0.00000000 0.04010278
489 2 2 14 8 -0.23403044 0.00000000 0.26834515
490 2 2 14 9 0.20633515 0.00000000 0.14806886
491 2 2 14 10 0.38023055 -0.00000000 0.35295303
492 2 2 14 11 -0.04370947 0.00000000 0.08469874
493 2 2 14 12 0.04973481 -0.00000000 0.04559521
494 2 2 14 13 0.09282015 -0.00000000 0.08214716
495 2 2 14 14 2.00921230 0.00000000 0.23560584
496 2 2 14 15 -0.03274960 -0.00000000 0.02919175
497 2 2 15 0 -0.08875102 0.00000000 0.23053960
498 2 2 15 1 -0.06770968 0.00000000 0.14376132
499 2 2 15 2 -0.16330348 0.00000000 0.07718211
500 2 2 15 3 -0.10738651 -0.00000000 0.04793621
501 2 2 15 4 0.05400160 0.00000000 0.05936152
502 2 2 15 5 -0.05016554 -0.00000000 0.03281843
503 2 2 15 6 -0.02201552 0.00000000 0.04017885
504 2 2 15 7 0.01529630 -0.00000000 0.05245656
505 2 2 15 8 0.05170109 0.00000000 0.06788314
506 2 2 15 9 -0.12494082 -0.00000000 0.23443409
507 2 2 15 10 0.37540397 -0.00000000 0.30306618
508 2 2 15 11 0.31442148 0.00000000 0.13011445
509 2 2 15 12 0.21968602 -0.00000000 0.20222060
510 2 2 15 13 0.29080530 0.00000000 0.28013806
511 2 2 15 14 0.02712878 -0.00000000 0.01951155
512 2 2 15 15 4.19352162 0.00000000 2.59788492
