INDEX PHOTON_ID_2 PHOTON_ID_1 TAU K_2 K_1 MEAN_R MEAN_I STD
299 1 1 18 2 2 1576274152024694468580262529703802918090264096124560803140408962267143366847421271835390198278751819004440087158810304217316134691172341693072886619243692540127983466020158252667987382184101844888424242664370378822648974140358206613880832.00000000 -21179490120809264518773167781752551915687427479569359377605932371825268814285577798033824082279371672759437623969956898907781737270907128048568996931717519268697452961102097315428455888953684293557537176494306139132122890240.00000000 Inf
300 1 1 18 2 3 1186922889864852605953709681799814765799503362295109446933025804443682547228548637077759073645293462542512071605209394974148550245619137064867963086227574790032267476109906883471911976977993624546264961305970647385895083766854511228878848.00000000 -19265654912508452562942840087137230188985036535137690629408524173874731177466178116801572482681275337645742019405913696377029961823618726884478187248697723978809733745361683270675198526037288904451078990106109630053772951552.00000000 Inf
301 1 1 18 3 0 804698726946460417740710266957434818903970558530192939251955694283670977020992038232099535333827792033034144733761861896925417552409707628298699084936162292749033117389758948386517855582238064053480614491087361560889064339571070705074176.00000000 -11871377173103129101834130830303381063312326034209143689604207575795881004819299880682076753611745386285294094846073327854554735576067165026790221314865988933372215267788295915902122121722501798635698710958153352778872782848.00000000 Inf
302 1 1 18 3 1 806989925373449263260928097878706400413495971824548382945041051419916479600383369666222499094174410162771956881664931356861631914371186867756933774611317751470666066148618858117933426116795295925750263247756656986469995519367579990753280.00000000 -16127311574630262607697848903018735549489395294185201302025804831099381702162083511580751459462633671136646899503093919264362168669816138663253820014515573149796815274167351811305096434995948434427089333205817978599981973504.00000000 Inf
303 1 1 18 3 2 804698726972824869848530113531192284825895260973891415913050946551230478234355422195136255178837049031652780901322745956827221273935723728165541494172141848084954256745744425983750928602409007136914576026839037307570443578835741622403072.00000000 -16109438703227609114241087541389284972245637533101800317898216188304761360495819534653948144631552715479905163922214470846465295986977897691652798343279221786025302076200960720377929183847587729949817194243899066192572186624.00000000 Inf
304 1 1 18 3 3 806989925373449263260928097878706400413495971824548382945041051419916479600383369666222499094174410162771956881664931356861631914371186867756933774611317751470666066148618858117933426116795295925750263247756656986469995519367579990753280.00000000 -16127311574630262607697848903018735549489395294185201302025804831099381702162083511580751459462633671136646899503093919264362168669816138663253820014515573149796815274167351811305096434995948434427089333205817978599981973504.00000000 Inf
305 1 1 19 0 0 -92864403394541831184370181582646209036699073874149473820953556781362442623692027157597246353760724983592404764478981415939071037904106852141736051546379010811915505005359860667385153677944755917594277973626382676997785746170028625909252096.00000000 1972227637645309841188923656672551602224592653657494683744500649012485691771196234480916153218602918587318783512156949422123356239091851789340873081016232546518805141292032565738842499531453571817082838111159921093377376911360.00000000 Inf
306 1 1 19 0 1 -306425000830448491526667026329130212983910951154535745311248946206446243348075805933154300593434607416508117783892272839000150228322667505568847535002276111042597360679187882467273074354274192915761327025458305128806300455923609736577024.00000000 4901131258477104417769897750354382542408772769761551076824567397208733247501012501934567199568631723990282113091435174925692184457799439958152865498144769659533067607024236510557424616070112611382693417219470764709823643648.00000000 Inf
307 1 1 19 0 2 297724982133018635771455973197205057495418536403027181085872424385255701621613425439862123810380853394452438555983633490495443825009002621334047653405491673410750597511442456542723322459639298156944262521237384414076088364611536601219072.00000000 -7643964360825182984401991578207487148334864565671150538622380507013185597313529010540957911949482172770636235346608961002636143844058074652774906740510818321110809839711131274099507563451434746494891725107088744538466942976.00000000 Inf
308 1 1 19 0 3 -306425000830448491526667026329130212983910951154535745311248946206446243348075805933154300593434607416508117783892272839000150228322667505568847535002276111042597360679187882467273074354274192915761327025458305128806300455923609736577024.00000000 4901131258477104417769897750354382542408772769761551076824567397208733247501012501934567199568631723990282113091435174925692184457799439958152865498144769659533067607024236510557424616070112611382693417219470764709823643648.00000000 Inf
309 1 1 19 1 0 -1146491496869680754732466916222437021190044058134478962304755618683608095656904080100424680807326229311022099435126116604838325178525703260243721060499518997331823158764393199874695780180618090822421115009980984221984692902788970431119360.00000000 20231323993542867462855093942470133819451430873323293250970320971316310846175903631352995072941367923054097919903800233310350536334685250924293375123865839319964167062616558029343789650421288592973204452447266718240328384512.00000000 Inf
310 1 1 19 1 1 -1144205061783270161033247833033010950271554525280776089842095416631886432036326710539557561562365225604046836136002340609364847720851677721857260406972743623078920081703418174405555578147332983122736150054355199135325136940557845013725184.00000000 19823244524947941944380936842554891825438140317806993051965687641372040577047757046598751388390319846384646101083520875466941415133502439536903000536518761554983023696366942831516263251283982504230215814390987076807648346112.00000000 Inf
311 1 1 19 1 2 -1146491496819994013905817732957075522948241904203621528281399402333799238593395287377720181478934318183429096623781254268847013174219461225812210006919108695721447265771682606908187207115730831410381811828310994896605789964427055798943744.00000000 18363887771432021860504918002568170954641747403393026211945322996973944914597760248897551874371191016561346382366282154127326085450249392381399040133212076422374332822750284214135008971406837947026645810860320726873163169792.00000000 Inf
312 1 1 19 1 3 -1144205061783270161033247833033010950271554525280776089842095416631886432036326710539557561562365225604046836136002340609364847720851677721857260406972743623078920081703418174405555578147332983122736150054355199135325136940557845013725184.00000000 19823244524947941944380936842554891825438140317806993051965687641372040577047757046598751388390319846384646101083520875466941415133502439536903000536518761554983023696366942831516263251283982504230215814390987076807648346112.00000000 Inf
313 1 1 19 2 0 665801905157046883557068363506568104603270225977693873897626427155637377599871701427883105818098631885768240342127325618947861102122559814001835232751179992966869273765547880878829607028715078501063407275145689328012113900389718680403968.00000000 -14277070044471504213627900483610695525427621635005564463736309918184210199695799613539564866608229388423920492596567153762461920903861831012000705428646655490849303969688491568122994118056138722123315219498627939929021218816.00000000 Inf
314 1 1 19 2 1 -765039000744799769469103642955066009714735816639752936092992399584515851526652431941523892910649643859768253275720860577718831835700632132277698285013848039716447863352990122633578998539067365849616563655073293346641888664675590464339968.00000000 11872616682543625994561021014719205802554685789187074254800534946648814856909159125992992818864741426124500864991591842283490697305461788792996778408009181716806835953999991923621945469734652070986666438213828494427911356416.00000000 Inf
315 1 1 19 2 2 -376445115292713009016585276813634988717742109341397068427051022953781825712936823251468613790261399025177353459215111158737770401820519320083483811436279214844564521811151050353554914937349527021897079831635731320929124135852390689538048.00000000 12045592341777810225299981053823936202931610895338414735581511800526353005610843741669703599692809000123374985805811630215895812803962303993837132285816382009405722343298560417974887214444989030846934095201292763037123477504.00000000 Inf
316 1 1 19 2 3 -765039000744799769469103642955066009714735816639752936092992399584515851526652431941523892910649643859768253275720860577718831835700632132277698285013848039716447863352990122633578998539067365849616563655073293346641888664675590464339968.00000000 11872616682543625994561021014719205802554685789187074254800534946648814856909159125992992818864741426124500864991591842283490697305461788792996778408009181716806835953999991923621945469734652070986666438213828494427911356416.00000000 Inf
317 1 1 19 3 0 -1146491496869680754732466916222437021190044058134478962304755618683608095656904080100424680807326229311022099435126116604838325178525703260243721060499518997331823158764393199874695780180618090822421115009980984221984692902788970431119360.00000000 20231323993542867462855093942470133819451430873323293250970320971316310846175903631352995072941367923054097919903800233310350536334685250924293375123865839319964167062616558029343789650421288592973204452447266718240328384512.00000000 Inf
318 1 1 19 3 1 -1144205061783270161033247833033010950271554525280776089842095416631886432036326710539557561562365225604046836136002340609364847720851677721857260406972743623078920081703418174405555578147332983122736150054355199135325136940557845013725184.00000000 19823244524947941944380936842554891825438140317806993051965687641372040577047757046598751388390319846384646101083520875466941415133502439536903000536518761554983023696366942831516263251283982504230215814390987076807648346112.00000000 Inf
319 1 1 19 3 2 -1146491496819994013905817732957075522948241904203621528281399402333799238593395287377720181478934318183429096623781254268847013174219461225812210006919108695721447265771682606908187207115730831410381811828310994896605789964427055798943744.00000000 18363887771432021860504918002568170954641747403393026211945322996973944914597760248897551874371191016561346382366282154127326085450249392381399040133212076422374332822750284214135008971406837947026645810860320726873163169792.00000000 Inf
320 1 1 19 3 3 -1144205061783270161033247833033010950271554525280776089842095416631886432036326710539557561562365225604046836136002340609364847720851677721857260406972743623078920081703418174405555578147332983122736150054355199135325136940557845013725184.00000000 19823244524947941944380936842554891825438140317806993051965687641372040577047757046598751388390319846384646101083520875466941415133502439536903000536518761554983023696366942831516263251283982504230215814390987076807648346112.00000000 Inf
321 1 1 20 0 0 1122903465102928055716066184958275105661075259658222989916318868383250159943360541235277904040902236677740660523200373528577584044080208071446815375982988324805075788119018983391849239413468642953804015942529551533764111071355826340041326592.00000000 -17167287269894135398623665142932675111822658181419613184982924511764114375972612862428790549675377388760071590069462142325094933209764469323506348192058842248748577031248229474795020654950470441165044828415311360378516222771200.00000000 Inf
322 1 1 20 0 1 3736326385974337780653609652335435977409630585159353518511457887923414649768715128369280220739259675418254642141097788773680854988207289937537634005329955280984848955251945023011544040552658630679135346979023042966572997189222800044326912.00000000 -63791250934824766553233672216449287256081277096951318712248023549996754544018008500026633274030293144321625310386943745606918437324429071358308506601805085422901869912410978396186440440725883850655535677874381704640874938368.00000000 Inf
323 1 1 20 0 2 2397776622849304767896686274209896697093172837937123177669164200070443752049209797345692914582790479082593309232419422430449093727919567639491571693856916908069434883892782603377296810294704835913340359954825315888082218030731135073386496.00000000 -49910222046851823058928419891408426888028921864121563803013016963837296664211741043653771102731774189818085909431926775490493820348439555686114297509305294170442426395068146771650383776724755094252991926445928318090946281472.00000000 Inf
324 1 1 20 0 3 3736326385974337780653609652335435977409630585159353518511457887923414649768715128369280220739259675418254642141097788773680854988207289937537634005329955280984848955251945023011544040552658630679135346979023042966572997189222800044326912.00000000 -63791250934824766553233672216449287256081277096951318712248023549996754544018008500026633274030293144321625310386943745606918437324429071358308506601805085422901869912410978396186440440725883850655535677874381704640874938368.00000000 Inf
325 1 1 20 1 0 4868719422234355758919993117013176701664707512019944787020959504920631488158510255572942757719510533795050355355346710887256326835232762032882872129323126163562210036435065326492366891867094477461967062926603257919310411227481757651566592.00000000 -86636044321364891688789885289555047524656737612665950858175261321836605754223683682053044146726718688508625350432967605731577301843406411107533363078479857607154161963507175282478307396803193641365143649360901271756843515904.00000000 Inf
326 1 1 20 1 1 4863379394246381816086611853229433975881012403546286304841358622142569564460458219302347441230182400847473086223946361270105388309687937618580413646359566498577680489908611590532578954798983012100556080463481026482200615354279147729846272.00000000 -83244823091240146745170576456746439081268339604555721225505015433113028030765669200099729726243740105161421657322909952552813406594453318625354106722553302002676825433940691124446192575532244427712392646459870394632690991104.00000000 Inf
327 1 1 20 1 2 4871777389747945708934986663923060417087625799158242278418768440939373921271531123752323792776555052006803841320041691423375965141574956849213917759545071874033214210540440130104148848597826852718682762349810425330211504569496826885963776.00000000 -86489758780398388797289750091916005601873970705767414772838075794138555387788590818410012562895311522268481094333441782542378529273801281107078572664793550563781706371526393924071540325810538439388432418046292884039164493824.00000000 Inf
328 1 1 20 1 3 4863379394246381816086611853229433975881012403546286304841358622142569564460458219302347441230182400847473086223946361270105388309687937618580413646359566498577680489908611590532578954798983012100556080463481026482200615354279147729846272.00000000 -83244823091240146745170576456746439081268339604555721225505015433113028030765669200099729726243740105161421657322909952552813406594453318625354106722553302002676825433940691124446192575532244427712392646459870394632690991104.00000000 Inf
329 1 1 20 2 0 -1095071332705352895509507563777849880580295209066081854775301003718427750703363862061578743192514705890839768073683896915536940746646112568150866036454011612762485620769406498739408380959622912813331476621714450569610732475562683657093120.00000000 20537372191502792650594863515919901720251921322490365289147518930013587046315046251739230660760728712844470043106066570162716648198695653608788076523070037837278440482314488184564760762038920426793228915198459733734343049216.00000000 Inf
330 1 1 20 2 1 3277712326447860485703474519907578227429214559014829971089483993421679405303030544211934328989112552732554286539402636547296978948283266778266878363422719118991251722943649104205845861224479124378326983321423136269983742630327372310642688.00000000 -58815991443895722298710008564243659982102769115542010765997980113254899310924570877154354419143223277537640251352394692029673969725115842914878371077441087451600259888026435235837050550310915010699175049230124568847621029888.00000000 Inf
331 1 1 20 2 2 1723606465811602901303020523340006386067027776443357939008619339436622322345273423598619244148058947672996761955827003786994494400067209071553632116191280448175158682778494992000401236237269428333721168042184745920331067523494977640333312.00000000 -28338707525489507820020102398410476330225923824653875880527718179403048485851927354298970979944265415845717111197962197119076912395981705039224906421201906114688424589336144574240205122586636333631462162854472900307876577280.00000000 Inf
332 1 1 20 2 3 3277712326447860485703474519907578227429214559014829971089483993421679405303030544211934328989112552732554286539402636547296978948283266778266878363422719118991251722943649104205845861224479124378326983321423136269983742630327372310642688.00000000 -58815991443895722298710008564243659982102769115542010765997980113254899310924570877154354419143223277537640251352394692029673969725115842914878371077441087451600259888026435235837050550310915010699175049230124568847621029888.00000000 Inf
333 1 1 20 3 0 4868719422234355758919993117013176701664707512019944787020959504920631488158510255572942757719510533795050355355346710887256326835232762032882872129323126163562210036435065326492366891867094477461967062926603257919310411227481757651566592.00000000 -86636044321364891688789885289555047524656737612665950858175261321836605754223683682053044146726718688508625350432967605731577301843406411107533363078479857607154161963507175282478307396803193641365143649360901271756843515904.00000000 Inf
334 1 1 20 3 1 4863379394246381816086611853229433975881012403546286304841358622142569564460458219302347441230182400847473086223946361270105388309687937618580413646359566498577680489908611590532578954798983012100556080463481026482200615354279147729846272.00000000 -83244823091240146745170576456746439081268339604555721225505015433113028030765669200099729726243740105161421657322909952552813406594453318625354106722553302002676825433940691124446192575532244427712392646459870394632690991104.00000000 Inf
335 1 1 20 3 2 4871777389747945708934986663923060417087625799158242278418768440939373921271531123752323792776555052006803841320041691423375965141574956849213917759545071874033214210540440130104148848597826852718682762349810425330211504569496826885963776.00000000 -86489758780398388797289750091916005601873970705767414772838075794138555387788590818410012562895311522268481094333441782542378529273801281107078572664793550563781706371526393924071540325810538439388432418046292884039164493824.00000000 Inf
336 1 1 20 3 3 4863379394246381816086611853229433975881012403546286304841358622142569564460458219302347441230182400847473086223946361270105388309687937618580413646359566498577680489908611590532578954798983012100556080463481026482200615354279147729846272.00000000 -83244823091240146745170576456746439081268339604555721225505015433113028030765669200099729726243740105161421657322909952552813406594453318625354106722553302002676825433940691124446192575532244427712392646459870394632690991104.00000000 Inf
337 1 1 21 0 0 -92864403394541831184370181582646209036699073874149473820953556781362442623692027157597246353760724983592404764478981415939071037904106852141736051546379010811915505005359860667385153677944755917594277973626382676997785746170028625909252096.00000000 1961210651705705063428104207719613341559853004387194703750022798289147875655279161333772740541054727529086049108675303454421164711611676666658802512192322217892110641733408124606177493279780280967180785157475635568063513886720.00000000 Inf
338 1 1 21 0 1 -306425000830449214474240455632809431955774555539268763257850380210292562298970106782774873060250583320231892562771497388853717789025791505132845199870358703440188013337391128751072493929601059509571885157561402410690327037563383364714496.00000000 5339094626530128004459358061119444419489341476898054446476338288145505262176565061048273372310999611775948154434673666551188629435972337667993665991473458169376732250750065178968465372235411930649243274578195221473390493696.00000000 Inf
339 1 1 21 0 2 297724982133009237453001392249375210861191679401497947780053782335253555259987514394794681741773166646043366430553714342399065535868390627002078010120417972242072112954800254853330867980390032437407006803897119749583742803294479435431936.00000000 -8254969424013534154217507242423292848684661990166065364762774270446653682366259946849679934681227901028907453632712922138140993477618174617748896888929686107571258648047576452906123796085237704507448292887866110159309766656.00000000 Inf
340 1 1 21 0 3 -306425000830449214474240455632809431955774555539268763257850380210292562298970106782774873060250583320231892562771497388853717789025791505132845199870358703440188013337391128751072493929601059509571885157561402410690327037563383364714496.00000000 5339094626530128004459358061119444419489341476898054446476338288145505262176565061048273372310999611775948154434673666551188629435972337667993665991473458169376732250750065178968465372235411930649243274578195221473390493696.00000000 Inf
341 1 1 21 1 0 -1146491496869680754732466916222437021190044058134478962304755618683608095656904080100424680807326229311022099435126116604838325178525703260243721060499518997331823158764393199874695780180618090822421115009980984221984692902788970431119360.00000000 19242418224612855119478267566189167935828669404897628275688225020812513568629545667071287763500791445949514946562793335809349769029117248705114372225818446403534212151910602310689017812860058863862583553144722888846187954176.00000000 Inf
342 1 1 21 1 1 -1144205061783267269242954115818294074384100107741844018055689680616501156232749507141075271695101321989151737020485442409950577478039181723601269747500413253488557471070605189270357899846025516747493917525942810007789030613998750501175296.00000000 19802950364749839088109814258399689073278249761643779245754016483242995481679521576770198960238764246918704934915369915315416205021764119151608298000816542217759999754749899982950335404813740025165012541932380048177540104192.00000000 Inf
343 1 1 21 1 2 -1146491496819994013905817732957075522948241904203621528281399402333799238593395287377720181478934318183429096623781254268847013174219461225812210006919108695721447265771682606908187207115730831410381811828310994896605789964427055798943744.00000000 18244225016531731960485287350329419437567749431396861103571588849008629601583518976327843101107931532380678881456232458555456673255647277596139299415319217884250317633259123631163259539501659769233858780261451691329677426688.00000000 Inf
344 1 1 21 1 3 -1144205061783267269242954115818294074384100107741844018055689680616501156232749507141075271695101321989151737020485442409950577478039181723601269747500413253488557471070605189270357899846025516747493917525942810007789030613998750501175296.00000000 19802950364749839088109814258399689073278249761643779245754016483242995481679521576770198960238764246918704934915369915315416205021764119151608298000816542217759999754749899982950335404813740025165012541932380048177540104192.00000000 Inf
345 1 1 21 2 0 665801905157046883557068363506568104603270225977693873897626427155637377599871701427883105818098631885768240342127325618947861102122559814001835232751179992966869273765547880878829607028715078501063407275145689328012113900389718680403968.00000000 -10916964516248013204622216824153606787020847030718187637072062442229381119634292244805831591527327267633506012840851912303107076740216103484397285778152788751225676093366496227405953690321532300953985873103476125421451345920.00000000 Inf
346 1 1 21 2 1 -765039000744802661259397360169782885602190234178685007879398135599901127330229635340006182777913547474663352391237758777133102078513128130533688944486178409306810473985803107768776676840374832224858796183485682474177994991234684976889856.00000000 11351745051272585489092789499178340636808278293166947528705633581712224045391654091454159752730029034614145929161583907628614345476675464753707726995166147167045263643091704859595993593304580988342080459691740823952807690240.00000000 Inf
347 1 1 21 2 2 -376445115292703610698130695865805142083515252339867835121232380903779679351310912206401171721653712276768281333785192010641392112679907325751514168151205513675886037254508848664162460458100261302359824114295466656436778574535333523750912.00000000 13503002347375329203488291848364346118114857787677036851425175551521667044902786957951033448581474561836982641774051483411770549695686458827788607414192455057001907716696088305227754894596753552983630822947948249227125063680.00000000 Inf
348 1 1 21 2 3 -765039000744802661259397360169782885602190234178685007879398135599901127330229635340006182777913547474663352391237758777133102078513128130533688944486178409306810473985803107768776676840374832224858796183485682474177994991234684976889856.00000000 11351745051272585489092789499178340636808278293166947528705633581712224045391654091454159752730029034614145929161583907628614345476675464753707726995166147167045263643091704859595993593304580988342080459691740823952807690240.00000000 Inf
349 1 1 21 3 0 -1146491496869680754732466916222437021190044058134478962304755618683608095656904080100424680807326229311022099435126116604838325178525703260243721060499518997331823158764393199874695780180618090822421115009980984221984692902788970431119360.00000000 19242418224612855119478267566189167935828669404897628275688225020812513568629545667071287763500791445949514946562793335809349769029117248705114372225818446403534212151910602310689017812860058863862583553144722888846187954176.00000000 Inf
350 1 1 21 3 1 -1144205061783267269242954115818294074384100107741844018055689680616501156232749507141075271695101321989151737020485442409950577478039181723601269747500413253488557471070605189270357899846025516747493917525942810007789030613998750501175296.00000000 19802950364749839088109814258399689073278249761643779245754016483242995481679521576770198960238764246918704934915369915315416205021764119151608298000816542217759999754749899982950335404813740025165012541932380048177540104192.00000000 Inf
351 1 1 21 3 2 -1146491496819994013905817732957075522948241904203621528281399402333799238593395287377720181478934318183429096623781254268847013174219461225812210006919108695721447265771682606908187207115730831410381811828310994896605789964427055798943744.00000000 18244225016531731960485287350329419437567749431396861103571588849008629601583518976327843101107931532380678881456232458555456673255647277596139299415319217884250317633259123631163259539501659769233858780261451691329677426688.00000000 Inf
352 1 1 21 3 3 -1144205061783267269242954115818294074384100107741844018055689680616501156232749507141075271695101321989151737020485442409950577478039181723601269747500413253488557471070605189270357899846025516747493917525942810007789030613998750501175296.00000000 19802950364749839088109814258399689073278249761643779245754016483242995481679521576770198960238764246918704934915369915315416205021764119151608298000816542217759999754749899982950335404813740025165012541932380048177540104192.00000000 Inf
353 1 1 22 0 0 -122218232081743372273143365317091389205355705473619851358668773028107224278095151119385910003171461910032764451019046797962505493164566471655649916108190193525063674482977917748624195284799482332518012565789139159206773535444223268617191424.00000000 1887743975756943535498247233740813757179060310750157029213793137198809915165368225393538499370744738478279251909767613222964094464999001960260894659105801616428122547655760833413693757132064179917488541080899601794500344676352.00000000 Inf
354 1 1 22 0 1 1645536889755954251408446606753908036882743016958835983985952411126057854121857089713328419394131423181037205730616071697061263420880837713193910511137016508389523817296410259790784068438420573829475948566028598854377819731306497869611008.00000000 -35432063639261793834322167951179015695489612496751943458514115590151665411227071659955763271514187693890696787097873446173980888555879014123156329724031023788042669387916850570283440517217583727260160407052341445068450693120.00000000 Inf
355 1 1 22 0 2 2250444249427127681919397610044453158055046235078015687528918767650860063711338039804532047800938622117980080233239480735627570138424729685537672380387758231229335369426733771560370965522160951334408661730727391281129540135837419918327808.00000000 -42429881466247815085334429019899952391077147705093350374105825597064311400794095663376443319453908647826997112235821167634084986654810634115771803614554966338841872562290175801552374651170574132960852334536434974609236819968.00000000 Inf
356 1 1 22 0 3 1645536889755954251408446606753908036882743016958835983985952411126057854121857089713328419394131423181037205730616071697061263420880837713193910511137016508389523817296410259790784068438420573829475948566028598854377819731306497869611008.00000000 -35432063639261793834322167951179015695489612496751943458514115590151665411227071659955763271514187693890696787097873446173980888555879014123156329724031023788042669387916850570283440517217583727260160407052341445068450693120.00000000 Inf
357 1 1 22 1 0 804698726946435837523213670632341373860608009449270329067506938152896132690585809345000071462084611306425802251868227201904120488503491643122778479421354151230950927010848574737337590021124599863921637999582053976832160563818767348400128.00000000 -12567559941789938703597503653525071312771115974324161555006269754771023872482077408459098230381526759064240896031886737322741294161164310102026876892897427143469720617041705243593431080184860705888057994907287847555758555136.00000000 Inf
358 1 1 22 1 1 806989925373449263260928097878706400413495971824548382945041051419916479600383369666222499094174410162771956881664931356861631914371186867756933774611317751470666066148618858117933426116795295925750263247756656986469995519367579990753280.00000000 -13036805685931008594585659765087496938223074408374804066582512399386626482033315990680448012908868587144115645826528510327308256858399974506596920186323173151694116162694691170011093611414349297780495739518074362678101409792.00000000 Inf
359 1 1 22 1 2 804698726972842220590292416819493540150621766207483846631485362643542133055818642586029994382420470721023375594424135153312842730810699717701485451006124065627129920542622336794936998410253805388367971197313372072787081538190308697702400.00000000 -13699519954595784568832438599287138616513404246824008496320846073297387509547967744921315792802483343308679149701314264884255149220883284090856936647598064998211674259209789514003126273252134568422376333494432508616200159232.00000000 Inf
360 1 1 22 1 3 806989925373449263260928097878706400413495971824548382945041051419916479600383369666222499094174410162771956881664931356861631914371186867756933774611317751470666066148618858117933426116795295925750263247756656986469995519367579990753280.00000000 -13036805685931008594585659765087496938223074408374804066582512399386626482033315990680448012908868587144115645826528510327308256858399974506596920186323173151694116162694691170011093611414349297780495739518074362678101409792.00000000 Inf
361 1 1 22 2 0 2620026369321491710420165438395609395240685035477714601825284242236617712534824430485918222901555023856750700582765390465914850538276889793820572826741953210880513552505959652674812627541351303503821449926712727187408323243731145744973824.00000000 -58681116815239535215078930642207101737656294358119982220728978690758264294817723122824097005474168763359019086425809982953859660776331298512042515268555272292890761607742832767965571035964815019208550103421142482361771884544.00000000 Inf
362 1 1 22 2 1 1186922889864843930582828530155664138137140109678313231573808596397526719817817026882312204043501751697826774258658700375905739517181649070099991107810583681261179644211467928066318942074071225420538263720733480003286764787177227691229184.00000000 -19351500766699242959530999832654674185390389646698930614286506047060210851124936454366345974137352435924612615913498448021516316230438170787919580837121350624528307992822063153232762546386604886912553873660790570109613637632.00000000 Inf
363 1 1 22 2 2 1576274152024662658887031640341917283328265503196308013489945866097905333008072034452085009738848879240593996888124424023759162020234885712256989365048058474633994749059215416180812920869719714760759684851834098419751804548208166975832064.00000000 -22557271862906672846163664422728604350290383763452464382537412846855091959662247038917948233427298680442018007787137931190341007702240037114615340911633698331518553232239695437676446782576055273713436091969165051369749479424.00000000 Inf
364 1 1 22 2 3 1186922889864843930582828530155664138137140109678313231573808596397526719817817026882312204043501751697826774258658700375905739517181649070099991107810583681261179644211467928066318942074071225420538263720733480003286764787177227691229184.00000000 -19351500766699242959530999832654674185390389646698930614286506047060210851124936454366345974137352435924612615913498448021516316230438170787919580837121350624528307992822063153232762546386604886912553873660790570109613637632.00000000 Inf
365 1 1 22 3 0 804698726946435837523213670632341373860608009449270329067506938152896132690585809345000071462084611306425802251868227201904120488503491643122778479421354151230950927010848574737337590021124599863921637999582053976832160563818767348400128.00000000 -12567559941789938703597503653525071312771115974324161555006269754771023872482077408459098230381526759064240896031886737322741294161164310102026876892897427143469720617041705243593431080184860705888057994907287847555758555136.00000000 Inf
366 1 1 22 3 1 806989925373449263260928097878706400413495971824548382945041051419916479600383369666222499094174410162771956881664931356861631914371186867756933774611317751470666066148618858117933426116795295925750263247756656986469995519367579990753280.00000000 -13036805685931008594585659765087496938223074408374804066582512399386626482033315990680448012908868587144115645826528510327308256858399974506596920186323173151694116162694691170011093611414349297780495739518074362678101409792.00000000 Inf
367 1 1 22 3 2 804698726972842220590292416819493540150621766207483846631485362643542133055818642586029994382420470721023375594424135153312842730810699717701485451006124065627129920542622336794936998410253805388367971197313372072787081538190308697702400.00000000 -13699519954595784568832438599287138616513404246824008496320846073297387509547967744921315792802483343308679149701314264884255149220883284090856936647598064998211674259209789514003126273252134568422376333494432508616200159232.00000000 Inf
368 1 1 22 3 3 806989925373449263260928097878706400413495971824548382945041051419916479600383369666222499094174410162771956881664931356861631914371186867756933774611317751470666066148618858117933426116795295925750263247756656986469995519367579990753280.00000000 -13036805685931008594585659765087496938223074408374804066582512399386626482033315990680448012908868587144115645826528510327308256858399974506596920186323173151694116162694691170011093611414349297780495739518074362678101409792.00000000 Inf
369 1 1 23 0 0 -92864403394541831184370181582646209036699073874149473820953556781362442623692027157597246353760724983592404764478981415939071037904106852141736051546379010811915505005359860667385153677944755917594277973626382676997785746170028625909252096.00000000 1698758438996396430781432300429322161480232660326501410307598812458520968906537447655168786489561730773136222167171936681877341381098454499988494737333851492765585407736065568867846295772159346941986041030958642747413131952128.00000000 Inf
370 1 1 23 0 1 -306425000830451383316960743543847088871365368693467817097654682221831519151653009331636590460698511031403216899409171038414420471135163503824838194474606480632959971312000867602470752655581659291003559553870694256342406782482704249126912.00000000 4670708368335171103187577392195897214373930919274035294644927979979391915877762751273255676561663098785525036121211096240947563241895526753288455953623916269718807170686952596955481540836575889103017433634182834415367880704.00000000 Inf
371 1 1 23 0 2 297724982132967667967529207287820119979034427279349415850471327114090215583565215541611764899854552181926316644998302725818930795438760652072212280205668909380609585108113593534864242399095203293299914207969026041252214359007495817527296.00000000 -12593377407439724031399648517973500452994235457224192281783813619912143137729067908885555657788890252943460054864897837310756886812750182699434121231209287669859018738733076547735654524478427855325370987236933725964824739840.00000000 Inf
372 1 1 23 0 3 -306425000830451383316960743543847088871365368693467817097654682221831519151653009331636590460698511031403216899409171038414420471135163503824838194474606480632959971312000867602470752655581659291003559553870694256342406782482704249126912.00000000 4670708368335171103187577392195897214373930919274035294644927979979391915877762751273255676561663098785525036121211096240947563241895526753288455953623916269718807170686952596955481540836575889103017433634182834415367880704.00000000 Inf
373 1 1 23 1 0 -1146491496869651836829529744075268262315499882745158244440698258529755337621132046115601782134687193162071108279957134610695622750400743277683814465776215301428197052436263348522718997167543427069998789725857092946623629637198025305620480.00000000 17075839646928996243014609832184162682216748096919539735020829628770840578970925806726070622640265209887476957174604286515543791064980322494862315815923501122833963640502761809458854723133851094173586328868276508664719736832.00000000 Inf
374 1 1 23 1 1 -1144205061783274498718688408855086264102736151589174197521704020654964345741692515637280996363261081026389484809277687908486253085070421719241246396181239177464463997652637652108352095599294182685599498846973782826629296430396486782550016.00000000 18816316159310454246270703454107679639550815380144299367889796231726893090663956904370289112631419576787830369225385590151763586253550071289414287941044488019393791832721637249968163442678672629505553951445478478883068051456.00000000 Inf
