INDEX ORBITAL_ID_2 ORBITAL_ID_1 R_2 R_1 MEAN_R MEAN_I STD
109 1 1 6 12 0.00000001 -0.00000001 0.00000010
110 1 1 6 13 -0.00025288 0.00001543 0.00017464
111 1 1 6 14 -0.00000002 0.00000000 0.00000002
112 1 1 6 15 -0.00093957 0.00000521 0.00013475
113 1 1 7 0 0.00318559 -0.00000187 0.00005437
114 1 1 7 1 -0.00000000 -0.00000001 0.00000001
115 1 1 7 2 -0.00104170 0.00000180 0.00005238
116 1 1 7 3 -0.00000002 -0.00000000 0.00000001
117 1 1 7 4 -0.00905609 0.00000199 0.00010675
118 1 1 7 5 -0.00000004 0.00000001 0.00000002
119 1 1 7 6 -0.03170718 0.00000752 0.00033700
120 1 1 7 7 0.00000007 -0.00000000 0.00000011
121 1 1 7 8 0.00944750 0.00001255 0.00015982
122 1 1 7 9 0.00000000 0.00000000 0.00000000
123 1 1 7 10 -0.00029596 -0.00002324 0.00025862
124 1 1 7 11 -0.00000003 -0.00000000 0.00000010
125 1 1 7 12 0.00017215 -0.00001132 0.00008422
126 1 1 7 13 0.00000001 0.00000000 0.00000002
127 1 1 7 14 0.00240540 -0.00000440 0.00005408
128 1 1 7 15 0.00000000 -0.00000001 0.00000001
129 1 1 8 0 0.00000000 0.00000001 0.00000000
130 1 1 8 1 -0.00346928 -0.00000071 0.00003275
131 1 1 8 2 0.00000000 0.00000001 0.00000001
132 1 1 8 3 -0.00009777 -0.00000362 0.00003135
133 1 1 8 4 0.00000002 -0.00000001 0.00000002
134 1 1 8 5 0.00437592 -0.00000729 0.00007352
135 1 1 8 6 -0.00000004 -0.00000000 0.00000010
136 1 1 8 7 0.00944750 -0.00001255 0.00015982
137 1 1 8 8 0.00000000 0.00000000 0.00000000
138 1 1 8 9 0.00944750 0.00001255 0.00015982
139 1 1 8 10 0.00000004 -0.00000000 0.00000010
140 1 1 8 11 0.00437592 0.00000729 0.00007352
141 1 1 8 12 -0.00000002 -0.00000001 0.00000002
142 1 1 8 13 -0.00009777 0.00000362 0.00003135
143 1 1 8 14 -0.00000000 0.00000001 0.00000001
144 1 1 8 15 -0.00346928 0.00000071 0.00003275
145 1 1 9 0 0.00318559 0.00000187 0.00005437
146 1 1 9 1 -0.00000000 -0.00000001 0.00000001
147 1 1 9 2 0.00240540 0.00000440 0.00005408
148 1 1 9 3 -0.00000001 0.00000000 0.00000002
149 1 1 9 4 0.00017215 0.00001132 0.00008422
150 1 1 9 5 0.00000003 -0.00000000 0.00000010
151 1 1 9 6 -0.00029596 0.00002324 0.00025862
152 1 1 9 7 0.00000000 0.00000000 0.00000000
153 1 1 9 8 0.00944750 -0.00001255 0.00015982
154 1 1 9 9 -0.00000007 0.00000000 0.00000011
155 1 1 9 10 -0.03170718 -0.00000752 0.00033700
156 1 1 9 11 0.00000004 0.00000001 0.00000002
157 1 1 9 12 -0.00905609 -0.00000199 0.00010675
158 1 1 9 13 0.00000002 -0.00000000 0.00000001
159 1 1 9 14 -0.00104170 -0.00000180 0.00005238
160 1 1 9 15 0.00000000 -0.00000001 0.00000001
161 1 1 10 0 -0.00000000 0.00000001 0.00000001
162 1 1 10 1 -0.00093957 -0.00000521 0.00013475
163 1 1 10 2 0.00000002 0.00000000 0.00000002
164 1 1 10 3 -0.00025288 -0.00001543 0.00017464
165 1 1 10 4 -0.00000001 -0.00000001 0.00000010
166 1 1 10 5 -0.00070701 -0.00004946 0.00048916
167 1 1 10 6 -0.00000000 0.00000000 0.00000000
168 1 1 10 7 -0.00029596 0.00002324 0.00025862
169 1 1 10 8 0.00000004 0.00000000 0.00000010
170 1 1 10 9 -0.03170718 0.00000752 0.00033700
171 1 1 10 10 0.00000001 -0.00000000 0.00000004
172 1 1 10 11 0.06117750 0.00000451 0.00060553
173 1 1 10 12 -0.00000003 -0.00000001 0.00000003
174 1 1 10 13 0.01703232 0.00000350 0.00019424
175 1 1 10 14 -0.00000002 0.00000001 0.00000002
176 1 1 10 15 0.00407577 0.00000192 0.00013034
177 1 1 11 0 -0.01068754 -0.00000671 0.00031707
178 1 1 11 1 -0.00000003 -0.00000000 0.00000002
179 1 1 11 2 -0.00462508 0.00001342 0.00038716
180 1 1 11 3 -0.00000007 0.00000004 0.00000011
181 1 1 11 4 -0.00355717 0.00007792 0.00091561
182 1 1 11 5 -0.00000000 -0.00000000 0.00000000
183 1 1 11 6 -0.00070701 -0.00004946 0.00048916
184 1 1 11 7 -0.00000003 0.00000000 0.00000010
185 1 1 11 8 0.00437592 -0.00000729 0.00007352
186 1 1 11 9 0.00000004 -0.00000001 0.00000002
187 1 1 11 10 0.06117750 -0.00000451 0.00060553
188 1 1 11 11 -0.00000005 -0.00000000 0.00000006
189 1 1 11 12 -0.10732114 -0.00000979 0.00095330
190 1 1 11 13 0.00000003 0.00000002 0.00000003
191 1 1 11 14 -0.03173787 -0.00001163 0.00035381
192 1 1 11 15 0.00000002 -0.00000001 0.00000002
193 1 1 12 0 0.00000000 -0.00000000 0.00000003
194 1 1 12 1 0.02763784 0.00002201 0.00082928
195 1 1 12 2 0.00000016 -0.00000007 0.00000012
196 1 1 12 3 0.02365565 -0.00005653 0.00178709
197 1 1 12 4 0.00000000 0.00000000 0.00000000
198 1 1 12 5 -0.00355717 0.00007792 0.00091561
199 1 1 12 6 0.00000001 0.00000001 0.00000010
200 1 1 12 7 0.00017215 0.00001132 0.00008422
