INDEX ORBITAL_ID_2 ORBITAL_ID_1 R_2 R_1 MEAN_R MEAN_I STD
1 1 1 0 0 8.00000000 0.00000000 0.00000000
2 1 1 0 1 -2.99254119 -0.00053012 0.00248161
3 1 1 0 2 -0.00000002 0.00000003 0.00000010
4 1 1 0 3 -0.17720020 -0.00007677 0.00097016
5 1 1 0 4 0.00000001 0.00000000 0.00000002
6 1 1 0 5 -0.02020516 -0.00003394 0.00026144
7 1 1 0 6 -0.00000001 -0.00000000 0.00000001
8 1 1 0 7 0.00184306 -0.00000766 0.00005462
9 1 1 0 8 -0.00000000 -0.00000000 0.00000000
10 1 1 0 9 0.00184306 0.00000766 0.00005462
11 1 1 0 10 0.00000001 -0.00000000 0.00000001
12 1 1 0 11 -0.02020516 0.00003394 0.00026144
13 1 1 0 12 -0.00000001 0.00000000 0.00000002
14 1 1 0 13 -0.17720020 0.00007677 0.00097016
15 1 1 0 14 0.00000002 0.00000003 0.00000010
16 1 1 0 15 -2.99254119 0.00053012 0.00248161
17 1 1 1 0 -2.99254119 0.00053012 0.00248161
18 1 1 1 1 0.00000038 -0.00000000 0.00000033
19 1 1 1 2 0.85429459 0.00011921 0.00127955
20 1 1 1 3 0.00000000 -0.00000001 0.00000003
21 1 1 1 4 0.08170758 0.00003812 0.00045640
22 1 1 1 5 -0.00000000 0.00000000 0.00000001
23 1 1 1 6 0.00794019 0.00001663 0.00011252
24 1 1 1 7 0.00000000 0.00000000 0.00000001
25 1 1 1 8 -0.00289440 -0.00000167 0.00003385
26 1 1 1 9 -0.00000001 0.00000000 0.00000001
27 1 1 1 10 0.00258869 -0.00002574 0.00013252
28 1 1 1 11 0.00000000 0.00000000 0.00000002
29 1 1 1 12 0.05267881 -0.00007903 0.00066387
30 1 1 1 13 0.00000013 -0.00000002 0.00000011
31 1 1 1 14 0.66609272 -0.00028959 0.00365924
32 1 1 1 15 -0.00000000 0.00000000 0.00000000
33 1 1 2 0 -0.00000002 -0.00000003 0.00000010
34 1 1 2 1 0.85429459 -0.00011921 0.00127955
35 1 1 2 2 -0.00000017 0.00000000 0.00000017
36 1 1 2 3 -0.41504262 -0.00004704 0.00102702
37 1 1 2 4 0.00000001 0.00000001 0.00000003
38 1 1 2 5 -0.04266519 -0.00002368 0.00024741
39 1 1 2 6 0.00000000 -0.00000000 0.00000001
40 1 1 2 7 -0.00253751 -0.00000685 0.00004905
41 1 1 2 8 0.00000000 -0.00000000 0.00000001
42 1 1 2 9 0.00157792 0.00001436 0.00005932
