INDEX ORBITAL_ID_2 ORBITAL_ID_1 TAU R_2 R_1 MEAN_R MEAN_I STD
170 1 1 0 10 9 0.50000000 0.00000123 0.00000132
171 1 1 0 10 10 0.50000000 -0.00000000 0.00000000
172 1 1 0 10 11 0.50000000 -0.00000183 0.00000191
173 1 1 0 10 12 0.50000000 -0.00000446 0.00000380
174 1 1 0 10 13 0.50000000 -0.00000737 0.00000696
175 1 1 0 10 14 0.50000000 -0.00000892 0.00001421
176 1 1 0 10 15 0.50000000 0.00000952 0.00004369
177 1 1 0 11 0 0.50000000 -0.00000332 0.00004834
178 1 1 0 11 1 0.50000000 0.00001483 0.00001769
179 1 1 0 11 2 0.50000000 0.00001212 0.00001014
180 1 1 0 11 3 0.50000000 0.00000900 0.00000612
181 1 1 0 11 4 0.50000000 0.00000970 0.00001119
182 1 1 0 11 5 0.50000000 0.00000495 0.00000377
183 1 1 0 11 6 0.50000000 0.00000437 0.00000332
184 1 1 0 11 7 0.50000000 0.00000398 0.00000319
185 1 1 0 11 8 0.50000000 0.00000352 0.00000279
186 1 1 0 11 9 0.50000000 0.00000295 0.00000238
187 1 1 0 11 10 0.50000000 0.00000183 0.00000191
188 1 1 0 11 11 0.50000000 0.00000000 0.00000000
189 1 1 0 11 12 0.50000000 -0.00000258 0.00000296
190 1 1 0 11 13 0.50000000 -0.00000627 0.00000647
191 1 1 0 11 14 0.50000000 -0.00000817 0.00001456
192 1 1 0 11 15 0.50000000 0.00001265 0.00004724
193 1 1 0 12 0 0.50000000 -0.00000340 0.00005245
194 1 1 0 12 1 0.50000000 0.00001585 0.00001840
195 1 1 0 12 2 0.50000000 0.00001375 0.00000939
196 1 1 0 12 3 0.50000000 0.00001347 0.00001654
197 1 1 0 12 4 0.50000000 0.00000778 0.00000569
198 1 1 0 12 5 0.50000000 0.00000641 0.00000501
199 1 1 0 12 6 0.50000000 0.00000626 0.00000503
200 1 1 0 12 7 0.50000000 0.00000608 0.00000480
201 1 1 0 12 8 0.50000000 0.00000527 0.00000446
202 1 1 0 12 9 0.50000000 0.00000504 0.00000417
203 1 1 0 12 10 0.50000000 0.00000446 0.00000380
204 1 1 0 12 11 0.50000000 0.00000258 0.00000296
205 1 1 0 12 12 0.50000000 -0.00000000 0.00000000
206 1 1 0 12 13 0.50000000 -0.00000342 0.00000509
207 1 1 0 12 14 0.50000000 -0.00000609 0.00001426
208 1 1 0 12 15 0.50000000 0.00001643 0.00005026
209 1 1 0 13 0 0.50000000 -0.00000378 0.00005590
210 1 1 0 13 1 0.50000000 0.00001844 0.00001661
211 1 1 0 13 2 0.50000000 0.00001786 0.00002472
212 1 1 0 13 3 0.50000000 0.00001163 0.00000830
213 1 1 0 13 4 0.50000000 0.00000905 0.00000721
214 1 1 0 13 5 0.50000000 0.00000849 0.00000714
215 1 1 0 13 6 0.50000000 0.00000834 0.00000713
216 1 1 0 13 7 0.50000000 0.00000809 0.00000711
217 1 1 0 13 8 0.50000000 0.00000786 0.00000713
218 1 1 0 13 9 0.50000000 0.00000768 0.00000707
219 1 1 0 13 10 0.50000000 0.00000737 0.00000696
220 1 1 0 13 11 0.50000000 0.00000627 0.00000647
221 1 1 0 13 12 0.50000000 0.00000342 0.00000509
222 1 1 0 13 13 0.50000000 -0.00000000 0.00000000
223 1 1 0 13 14 0.50000000 -0.00000160 0.00001237
224 1 1 0 13 15 0.50000000 0.00002154 0.00005167
225 1 1 0 14 0 0.50000000 -0.00000173 0.00005529
226 1 1 0 14 1 0.50000000 0.00002015 0.00004155
227 1 1 0 14 2 0.50000000 0.00001725 0.00001217
228 1 1 0 14 3 0.50000000 0.00001212 0.00001057
229 1 1 0 14 4 0.50000000 0.00001043 0.00001033
230 1 1 0 14 5 0.50000000 0.00000970 0.00001064
231 1 1 0 14 6 0.50000000 0.00000929 0.00001122
232 1 1 0 14 7 0.50000000 0.00000924 0.00001199
233 1 1 0 14 8 0.50000000 0.00000939 0.00001279
234 1 1 0 14 9 0.50000000 0.00000925 0.00001358
235 1 1 0 14 10 0.50000000 0.00000892 0.00001421
236 1 1 0 14 11 0.50000000 0.00000817 0.00001456
237 1 1 0 14 12 0.50000000 0.00000609 0.00001426
238 1 1 0 14 13 0.50000000 0.00000160 0.00001237
239 1 1 0 14 14 0.50000000 0.00000000 0.00000000
240 1 1 0 14 15 0.50000000 0.00002718 0.00004646
241 1 1 0 15 0 0.50000000 -0.00001230 0.00010162
242 1 1 0 15 1 0.50000000 0.00002232 0.00002143
243 1 1 0 15 2 0.50000000 0.00001384 0.00001821
244 1 1 0 15 3 0.50000000 0.00000853 0.00001863
245 1 1 0 15 4 0.50000000 0.00000454 0.00002101
246 1 1 0 15 5 0.50000000 0.00000134 0.00002431
247 1 1 0 15 6 0.50000000 -0.00000107 0.00002805
248 1 1 0 15 7 0.50000000 -0.00000313 0.00003198
249 1 1 0 15 8 0.50000000 -0.00000509 0.00003596
250 1 1 0 15 9 0.50000000 -0.00000709 0.00003989
251 1 1 0 15 10 0.50000000 -0.00000952 0.00004369
252 1 1 0 15 11 0.50000000 -0.00001265 0.00004724
253 1 1 0 15 12 0.50000000 -0.00001643 0.00005026
254 1 1 0 15 13 0.50000000 -0.00002154 0.00005167
255 1 1 0 15 14 0.50000000 -0.00002718 0.00004646
256 1 1 0 15 15 0.50000000 0.00000000 0.00000000
257 1 1 1 0 0 0.44721369 -0.00000000 0.00000059
258 1 1 1 0 1 0.43458526 0.00000091 0.00000331
259 1 1 1 0 2 0.43497480 0.00000125 0.00000784
260 1 1 1 0 3 0.43499591 0.00000090 0.00001230
261 1 1 1 0 4 0.43500585 0.00000022 0.00001675
262 1 1 1 0 5 0.43501679 -0.00000070 0.00002119
263 1 1 1 0 6 0.43502974 -0.00000178 0.00002565
264 1 1 1 0 7 0.43504523 -0.00000295 0.00003011
265 1 1 1 0 8 0.43506256 -0.00000418 0.00003456
266 1 1 1 0 9 0.43508182 -0.00000540 0.00003899
267 1 1 1 0 10 0.43510353 -0.00000647 0.00004336
268 1 1 1 0 11 0.43512721 -0.00000743 0.00004763
269 1 1 1 0 12 0.43515147 -0.00000826 0.00005168
270 1 1 1 0 13 0.43516409 -0.00000869 0.00005508
271 1 1 1 0 14 0.43479289 -0.00001033 0.00005452
272 1 1 1 0 15 0.44766754 -0.00001097 0.00010011
273 1 1 1 1 0 0.43458526 -0.00000091 0.00000331
274 1 1 1 1 1 0.43028338 0.00000000 0.00000079
275 1 1 1 1 2 0.42835564 -0.00000087 0.00000189
276 1 1 1 1 3 0.42856638 -0.00000226 0.00000360
277 1 1 1 1 4 0.42860326 -0.00000390 0.00000539
278 1 1 1 1 5 0.42863754 -0.00000563 0.00000720
279 1 1 1 1 6 0.42867472 -0.00000743 0.00000902
280 1 1 1 1 7 0.42871668 -0.00000930 0.00001085
281 1 1 1 1 8 0.42876543 -0.00001116 0.00001270
282 1 1 1 1 9 0.42882060 -0.00001301 0.00001456
283 1 1 1 1 10 0.42887994 -0.00001490 0.00001635
284 1 1 1 1 11 0.42894030 -0.00001653 0.00001791
285 1 1 1 1 12 0.42899523 -0.00001755 0.00001870
286 1 1 1 1 13 0.42885690 -0.00001911 0.00001708
287 1 1 1 1 14 0.43096163 -0.00002667 0.00004155
288 1 1 1 1 15 0.43570564 -0.00002355 0.00002304
289 1 1 1 2 0 0.43497480 -0.00000125 0.00000784
290 1 1 1 2 1 0.42835564 0.00000087 0.00000189
291 1 1 1 2 2 0.42898769 -0.00000000 0.00000096
292 1 1 1 2 3 0.42816757 -0.00000121 0.00000148
293 1 1 1 2 4 0.42831162 -0.00000261 0.00000251
294 1 1 1 2 5 0.42835819 -0.00000413 0.00000375
295 1 1 1 2 6 0.42840410 -0.00000564 0.00000503
296 1 1 1 2 7 0.42845269 -0.00000711 0.00000633
297 1 1 1 2 8 0.42850734 -0.00000864 0.00000766
298 1 1 1 2 9 0.42856811 -0.00001022 0.00000899
299 1 1 1 2 10 0.42862917 -0.00001152 0.00001018
300 1 1 1 2 11 0.42868489 -0.00001226 0.00001071
301 1 1 1 2 12 0.42862329 -0.00001299 0.00001019
302 1 1 1 2 13 0.42960347 -0.00002090 0.00002503
303 1 1 1 2 14 0.42917840 -0.00001649 0.00001366
304 1 1 1 2 15 0.43612490 -0.00001590 0.00002006
305 1 1 1 3 0 0.43499591 -0.00000090 0.00001230
306 1 1 1 3 1 0.42856638 0.00000226 0.00000360
307 1 1 1 3 2 0.42816757 0.00000121 0.00000148
308 1 1 1 3 3 0.42866725 -0.00000000 0.00000119
309 1 1 1 3 4 0.42819297 -0.00000117 0.00000153
310 1 1 1 3 5 0.42831862 -0.00000237 0.00000227
311 1 1 1 3 6 0.42837423 -0.00000362 0.00000330
312 1 1 1 3 7 0.42842876 -0.00000484 0.00000438
313 1 1 1 3 8 0.42848643 -0.00000617 0.00000549
314 1 1 1 3 9 0.42854568 -0.00000729 0.00000656
315 1 1 1 3 10 0.42859929 -0.00000787 0.00000712
316 1 1 1 3 11 0.42856017 -0.00000815 0.00000714
317 1 1 1 3 12 0.42918433 -0.00001520 0.00001703
318 1 1 1 3 13 0.42884786 -0.00001071 0.00000988
319 1 1 1 3 14 0.42938224 -0.00001235 0.00001225
320 1 1 1 3 15 0.43616663 -0.00001152 0.00002045
321 1 1 1 4 0 0.43500585 -0.00000022 0.00001675
322 1 1 1 4 1 0.42860326 0.00000390 0.00000539
323 1 1 1 4 2 0.42831162 0.00000261 0.00000251
324 1 1 1 4 3 0.42819297 0.00000117 0.00000153
325 1 1 1 4 4 0.42856130 0.00000000 0.00000151
326 1 1 1 4 5 0.42825113 -0.00000108 0.00000174
327 1 1 1 4 6 0.42837895 -0.00000209 0.00000233
328 1 1 1 4 7 0.42843994 -0.00000312 0.00000327
329 1 1 1 4 8 0.42849912 -0.00000415 0.00000423
330 1 1 1 4 9 0.42855438 -0.00000481 0.00000485
331 1 1 1 4 10 0.42851735 -0.00000487 0.00000517
332 1 1 1 4 11 0.42896977 -0.00001075 0.00001186
333 1 1 1 4 12 0.42874543 -0.00000699 0.00000746
334 1 1 1 4 13 0.42898034 -0.00000891 0.00000902
335 1 1 1 4 14 0.42942299 -0.00001098 0.00001214
336 1 1 1 4 15 0.43618902 -0.00000860 0.00002261
337 1 1 1 5 0 0.43501679 0.00000070 0.00002119
338 1 1 1 5 1 0.42863754 0.00000563 0.00000720
339 1 1 1 5 2 0.42835819 0.00000413 0.00000375
340 1 1 1 5 3 0.42831862 0.00000237 0.00000227
341 1 1 1 5 4 0.42825113 0.00000108 0.00000174
342 1 1 1 5 5 0.42855013 -0.00000000 0.00000194
343 1 1 1 5 6 0.42833564 -0.00000089 0.00000213
344 1 1 1 5 7 0.42846816 -0.00000218 0.00000272
345 1 1 1 5 8 0.42852961 -0.00000271 0.00000341
346 1 1 1 5 9 0.42849364 -0.00000257 0.00000391
347 1 1 1 5 10 0.42884566 -0.00000717 0.00000816
348 1 1 1 5 11 0.42867891 -0.00000434 0.00000582
349 1 1 1 5 12 0.42885789 -0.00000623 0.00000705
350 1 1 1 5 13 0.42902659 -0.00000854 0.00000913
351 1 1 1 5 14 0.42946161 -0.00001051 0.00001253
352 1 1 1 5 15 0.43620798 -0.00000645 0.00002565
353 1 1 1 6 0 0.43502974 0.00000178 0.00002565
354 1 1 1 6 1 0.42867472 0.00000743 0.00000902
355 1 1 1 6 2 0.42840410 0.00000564 0.00000503
356 1 1 1 6 3 0.42837423 0.00000362 0.00000330
357 1 1 1 6 4 0.42837895 0.00000209 0.00000233
358 1 1 1 6 5 0.42833564 0.00000089 0.00000213
359 1 1 1 6 6 0.42859987 -0.00000000 0.00000256
360 1 1 1 6 7 0.42844586 -0.00000101 0.00000270
361 1 1 1 6 8 0.42848663 -0.00000066 0.00000317
362 1 1 1 6 9 0.42877916 -0.00000430 0.00000549
363 1 1 1 6 10 0.42864049 -0.00000243 0.00000474
364 1 1 1 6 11 0.42879364 -0.00000423 0.00000570
365 1 1 1 6 12 0.42891203 -0.00000620 0.00000729
366 1 1 1 6 13 0.42907510 -0.00000849 0.00000933
367 1 1 1 6 14 0.42950273 -0.00001028 0.00001318
368 1 1 1 6 15 0.43622643 -0.00000509 0.00002917
369 1 1 1 7 0 0.43504523 0.00000295 0.00003011
370 1 1 1 7 1 0.42871668 0.00000930 0.00001085
371 1 1 1 7 2 0.42845269 0.00000711 0.00000633
372 1 1 1 7 3 0.42842876 0.00000484 0.00000438
373 1 1 1 7 4 0.42843994 0.00000312 0.00000327
374 1 1 1 7 5 0.42846816 0.00000218 0.00000272
375 1 1 1 7 6 0.42844586 0.00000101 0.00000270
376 1 1 1 7 7 0.42860637 0.00000000 0.00000307
377 1 1 1 7 8 0.42868182 -0.00000157 0.00000387
378 1 1 1 7 9 0.42862631 -0.00000055 0.00000412
379 1 1 1 7 10 0.42876099 -0.00000227 0.00000483
380 1 1 1 7 11 0.42885353 -0.00000390 0.00000597
381 1 1 1 7 12 0.42896875 -0.00000604 0.00000744
382 1 1 1 7 13 0.42912676 -0.00000827 0.00000957
383 1 1 1 7 14 0.42954805 -0.00001042 0.00001401
384 1 1 1 7 15 0.43624583 -0.00000410 0.00003289
385 1 1 1 8 0 0.43506256 0.00000418 0.00003456
386 1 1 1 8 1 0.42876543 0.00001116 0.00001270
387 1 1 1 8 2 0.42850734 0.00000864 0.00000766
388 1 1 1 8 3 0.42848643 0.00000617 0.00000549
389 1 1 1 8 4 0.42849912 0.00000415 0.00000423
390 1 1 1 8 5 0.42852961 0.00000271 0.00000341
391 1 1 1 8 6 0.42848663 0.00000066 0.00000317
392 1 1 1 8 7 0.42868182 0.00000157 0.00000387
393 1 1 1 8 8 0.42874369 -0.00000000 0.00000403
394 1 1 1 8 9 0.42867706 -0.00000116 0.00000442
395 1 1 1 8 10 0.42882150 -0.00000261 0.00000518
396 1 1 1 8 11 0.42891382 -0.00000345 0.00000617
397 1 1 1 8 12 0.42902825 -0.00000522 0.00000759
398 1 1 1 8 13 0.42918391 -0.00000807 0.00000988
399 1 1 1 8 14 0.42959943 -0.00001074 0.00001489
400 1 1 1 8 15 0.43626581 -0.00000320 0.00003671
401 1 1 1 9 0 0.43508182 0.00000540 0.00003899
402 1 1 1 9 1 0.42882060 0.00001301 0.00001456
403 1 1 1 9 2 0.42856811 0.00001022 0.00000899
404 1 1 1 9 3 0.42854568 0.00000729 0.00000656
405 1 1 1 9 4 0.42855438 0.00000481 0.00000485
406 1 1 1 9 5 0.42849364 0.00000257 0.00000391
407 1 1 1 9 6 0.42877916 0.00000430 0.00000549
408 1 1 1 9 7 0.42862631 0.00000055 0.00000412
409 1 1 1 9 8 0.42867706 0.00000116 0.00000442
410 1 1 1 9 9 0.42895387 0.00000000 0.00000499
411 1 1 1 9 10 0.42880977 -0.00000128 0.00000559
412 1 1 1 9 11 0.42897212 -0.00000288 0.00000645
413 1 1 1 9 12 0.42908928 -0.00000502 0.00000784
414 1 1 1 9 13 0.42924645 -0.00000793 0.00001019
415 1 1 1 9 14 0.42965658 -0.00001082 0.00001580
416 1 1 1 9 15 0.43628668 -0.00000221 0.00004049
417 1 1 1 10 0 0.43510353 0.00000647 0.00004336
418 1 1 1 10 1 0.42887994 0.00001490 0.00001635
419 1 1 1 10 2 0.42862917 0.00001152 0.00001018
420 1 1 1 10 3 0.42859929 0.00000787 0.00000712
421 1 1 1 10 4 0.42851735 0.00000487 0.00000517
422 1 1 1 10 5 0.42884566 0.00000717 0.00000816
423 1 1 1 10 6 0.42864049 0.00000243 0.00000474
424 1 1 1 10 7 0.42876099 0.00000227 0.00000483
425 1 1 1 10 8 0.42882150 0.00000261 0.00000518
426 1 1 1 10 9 0.42880977 0.00000128 0.00000559
427 1 1 1 10 10 0.42914185 -0.00000000 0.00000603
428 1 1 1 10 11 0.42896348 -0.00000194 0.00000686
429 1 1 1 10 12 0.42914932 -0.00000450 0.00000814
430 1 1 1 10 13 0.42931043 -0.00000771 0.00001051
431 1 1 1 10 14 0.42971748 -0.00001070 0.00001658
432 1 1 1 10 15 0.43630916 -0.00000077 0.00004417
433 1 1 1 11 0 0.43512721 0.00000743 0.00004763
434 1 1 1 11 1 0.42894030 0.00001653 0.00001791
435 1 1 1 11 2 0.42868489 0.00001226 0.00001071
436 1 1 1 11 3 0.42856017 0.00000815 0.00000714
437 1 1 1 11 4 0.42896977 0.00001075 0.00001186
438 1 1 1 11 5 0.42867891 0.00000434 0.00000582
439 1 1 1 11 6 0.42879364 0.00000423 0.00000570
440 1 1 1 11 7 0.42885353 0.00000390 0.00000597
441 1 1 1 11 8 0.42891382 0.00000345 0.00000617
442 1 1 1 11 9 0.42897212 0.00000288 0.00000645
443 1 1 1 11 10 0.42896348 0.00000194 0.00000686
444 1 1 1 11 11 0.42938801 0.00000000 0.00000718
445 1 1 1 11 12 0.42914066 -0.00000283 0.00000837
446 1 1 1 11 13 0.42937376 -0.00000673 0.00001065
447 1 1 1 11 14 0.42978021 -0.00001017 0.00001715
448 1 1 1 11 15 0.43633255 0.00000139 0.00004761
449 1 1 1 12 0 0.43515147 0.00000826 0.00005168
450 1 1 1 12 1 0.42899523 0.00001755 0.00001870
451 1 1 1 12 2 0.42862329 0.00001299 0.00001019
452 1 1 1 12 3 0.42918433 0.00001520 0.00001703
