INDEX ORBITAL_ID_2 ORBITAL_ID_1 K_2 K_1 MEAN_R MEAN_I STD
1 1 1 0 0 0.30706505 0.00000000 0.00054042
2 1 1 0 1 0.32409617 0.00000107 0.00063695
3 1 1 0 2 0.38240949 0.00000322 0.00097925
4 1 1 0 3 0.50807801 0.00000949 0.00168580
5 1 1 0 4 0.77099934 0.00002693 0.00292415
6 1 1 0 5 1.34166150 0.00008493 0.00445566
7 1 1 0 6 2.59345195 0.00011124 0.00385532
8 1 1 0 7 4.68220754 0.00006418 0.00765471
9 1 1 0 8 5.77730093 -0.00000622 0.01186566
10 1 1 0 9 4.68457000 -0.00000875 0.00768415
11 1 1 0 10 2.59468967 -0.00002518 0.00383673
12 1 1 0 11 1.34164920 -0.00003673 0.00446706
13 1 1 0 12 0.77116953 0.00000470 0.00295215
14 1 1 0 13 0.50837810 0.00000457 0.00170445
15 1 1 0 14 0.38263281 0.00000194 0.00098946
16 1 1 0 15 0.32420204 0.00000005 0.00064241
17 1 1 1 0 0.32420204 -0.00000005 0.00064241
18 1 1 1 1 0.33778771 0.00000123 0.00060447
19 1 1 1 2 0.39499061 0.00000200 0.00080533
20 1 1 1 3 0.52249574 0.00000401 0.00136811
21 1 1 1 4 0.79996600 0.00000932 0.00253717
22 1 1 1 5 1.45714969 0.00002476 0.00429631
23 1 1 1 6 3.15859303 0.00000529 0.00343843
24 1 1 1 7 5.39189588 -0.00005634 0.00613631
25 1 1 1 8 4.68283118 0.00002667 0.00768595
26 1 1 1 9 3.94985320 -0.00003547 0.01293076
27 1 1 1 10 2.82803494 -0.00006973 0.00578229
28 1 1 1 11 1.63263315 -0.00002884 0.00380722
29 1 1 1 12 0.93088890 -0.00002877 0.00364958
30 1 1 1 13 0.58862695 -0.00000060 0.00243167
31 1 1 1 14 0.42506703 0.00000100 0.00146859
32 1 1 1 15 0.34931223 0.00000000 0.00090538
33 1 1 2 0 0.38263281 -0.00000194 0.00098946
34 1 1 2 1 0.39510010 -0.00000099 0.00081067
35 1 1 2 2 0.46849130 -0.00000089 0.00095722
36 1 1 2 3 0.64628183 -0.00000085 0.00154437
37 1 1 2 4 1.07930253 -0.00000339 0.00273727
38 1 1 2 5 2.28022056 -0.00008001 0.00264958
39 1 1 2 6 4.41279742 -0.00012088 0.00399651
40 1 1 2 7 3.15935395 0.00007132 0.00340166
41 1 1 2 8 2.59456852 0.00001838 0.00383824
42 1 1 2 9 2.82638311 -0.00008451 0.00579419
43 1 1 2 10 2.80911846 -0.00004981 0.01264708
44 1 1 2 11 2.18110937 -0.00009366 0.00531688
45 1 1 2 12 1.33102585 -0.00001775 0.00355151
46 1 1 2 13 0.80535226 -0.00001079 0.00334536
47 1 1 2 14 0.54480662 0.00000000 0.00230390
48 1 1 2 15 0.42506703 -0.00000100 0.00146859
49 1 1 3 0 0.50837810 -0.00000457 0.00170445
50 1 1 3 1 0.52273162 -0.00000532 0.00137922
51 1 1 3 2 0.64641070 -0.00000566 0.00154986
52 1 1 3 3 0.98803965 -0.00000443 0.00222823
53 1 1 3 4 1.97012277 -0.00007085 0.00190912
54 1 1 3 5 3.84307152 -0.00014601 0.00496272
55 1 1 3 6 2.28095226 0.00011330 0.00260469
56 1 1 3 7 1.45751142 -0.00000010 0.00424321
57 1 1 3 8 1.34209687 -0.00007881 0.00439621
58 1 1 3 9 1.63343349 -0.00001451 0.00380853
