INDEX ORBITAL_ID_2 ORBITAL_ID_1 K_2 K_1 MEAN_R MEAN_I STD
1 1 1 0 0 415.08719103 -0.00000000 0.03076325
2 1 1 0 1 -0.31340225 1.20781260 0.00972755
3 1 1 0 2 -2.96541064 0.02503705 0.00904320
4 1 1 0 3 -3.59996152 -1.33796547 0.00514589
5 1 1 0 4 -2.56317401 -1.68989538 0.00437629
6 1 1 0 5 -1.59540550 -1.50921670 0.00390857
7 1 1 0 6 -0.90871480 -1.09596698 0.00363524
8 1 1 0 7 -0.50780975 -0.56845890 0.00348179
9 1 1 0 8 -0.37706946 0.00024425 0.00343948
10 1 1 0 9 -0.50790555 0.56884004 0.00348848
11 1 1 0 10 -0.90877001 1.09598974 0.00363144
12 1 1 0 11 -1.59507438 1.50861680 0.00393411
13 1 1 0 12 -2.56180975 1.68842813 0.00437764
14 1 1 0 13 -3.59632872 1.33553582 0.00515651
15 1 1 0 14 -2.95800907 -0.02792489 0.00922539
16 1 1 0 15 -0.30102066 -1.20990006 0.00992995
17 1 1 1 0 -0.30102066 1.20990006 0.00992995
18 1 1 1 1 2.20191982 -0.28551420 0.00722737
19 1 1 1 2 1.78712730 0.55639049 0.00227111
20 1 1 1 3 0.72922939 0.58161512 0.00166249
21 1 1 1 4 0.23930796 0.28700238 0.00135030
22 1 1 1 5 0.10667101 0.14799869 0.00105270
23 1 1 1 6 0.05281703 0.06224319 0.00096804
24 1 1 1 7 0.03887797 0.01024165 0.00090521
25 1 1 1 8 0.04374711 -0.02638703 0.00087387
26 1 1 1 9 0.06493375 -0.05933246 0.00088988
27 1 1 1 10 0.11014385 -0.09654638 0.00093420
28 1 1 1 11 0.20496480 -0.14810565 0.00097351
29 1 1 1 12 0.39486067 -0.20743350 0.00124599
30 1 1 1 13 0.93970421 -0.32745787 0.00144652
31 1 1 1 14 1.89527205 -0.37968999 0.00166800
32 1 1 1 15 2.21605061 -0.00000000 0.00633787
33 1 1 2 0 -2.95800907 0.02792489 0.00922539
34 1 1 2 1 1.78625830 0.55739266 0.00228243
35 1 1 2 2 2.12849997 1.38153469 0.00649675
36 1 1 2 3 1.07692931 1.25509237 0.00101645
37 1 1 2 4 0.21149971 0.53686231 0.00110058
