INDEX ORBITAL_ID_2 ORBITAL_ID_1 TAU K_2 K_1 MEAN_R MEAN_I STD
1 1 1 0 0 0 0.47290747 0.00945330 0.02813321
2 1 1 0 0 1 0.45187707 0.02480182 0.04420857
3 1 1 0 0 2 0.47934277 0.06175139 0.04710357
4 1 1 0 0 3 0.45863249 -0.02560183 0.03205442
5 1 1 0 1 0 0.47497548 0.01097372 0.02249823
6 1 1 0 1 1 0.51265243 -0.00611301 0.02421810
7 1 1 0 1 2 0.52846389 -0.07853251 0.05333873
8 1 1 0 1 3 0.49425849 0.00048774 0.02085240
9 1 1 0 2 0 0.52065723 0.06175139 0.04710357
10 1 1 0 2 1 0.54136751 -0.02560183 0.03205442
11 1 1 0 2 2 0.52709253 0.00945330 0.02813321
12 1 1 0 2 3 0.54812293 0.02480182 0.04420857
13 1 1 0 3 0 0.47153611 -0.07853251 0.05333873
14 1 1 0 3 1 0.50574151 0.00048774 0.02085240
15 1 1 0 3 2 0.52502452 0.01097372 0.02249823
16 1 1 0 3 3 0.48734757 -0.00611301 0.02421810
17 1 1 1 0 0 0.29053114 0.00278676 0.03432045
18 1 1 1 0 1 0.35024800 0.03911007 0.04389408
19 1 1 1 0 2 0.30304278 0.05593621 0.04707090
20 1 1 1 0 3 0.33257583 -0.04588113 0.04811058
21 1 1 1 1 0 0.34161869 0.02011437 0.03358742
22 1 1 1 1 1 0.38427571 -0.03369521 0.04272426
23 1 1 1 1 2 0.43887819 -0.04649972 0.07375083
24 1 1 1 1 3 0.33556795 0.00201876 0.02536207
25 1 1 1 2 0 0.33671614 0.03012505 0.04328590
26 1 1 1 2 1 0.35381175 -0.01534362 0.04400205
27 1 1 1 2 2 0.32762055 0.04917675 0.03501563
28 1 1 1 2 3 0.39626718 0.03515820 0.04233217
29 1 1 1 3 0 0.33451279 -0.07683439 0.06143078
30 1 1 1 3 1 0.36381207 0.00453549 0.03974606
31 1 1 1 3 2 0.43945115 -0.04928094 0.08699853
32 1 1 1 3 3 0.37439703 0.01434334 0.06605611
33 1 1 2 0 0 0.18895259 -0.01997105 0.03438487
34 1 1 2 0 1 0.23304292 0.02426805 0.03524585
35 1 1 2 0 2 0.26392734 0.04561399 0.03284739
36 1 1 2 0 3 0.19900879 -0.01523792 0.02447578
37 1 1 2 1 0 0.22940197 0.01956343 0.03338242
38 1 1 2 1 1 0.31156350 0.00546339 0.04643772
39 1 1 2 1 2 0.32592753 -0.05776489 0.05208625
40 1 1 2 1 3 0.25077843 0.00288169 0.03074763
41 1 1 2 2 0 0.24591304 0.02946247 0.07705810
42 1 1 2 2 1 0.24322025 0.00583195 0.03297236
43 1 1 2 2 2 0.25630140 0.01892463 0.03040900
44 1 1 2 2 3 0.27673646 0.03329433 0.03673419
45 1 1 2 3 0 0.22638527 -0.06997944 0.05615596
46 1 1 2 3 1 0.27479751 -0.03822058 0.04028381
47 1 1 2 3 2 0.30022518 -0.04422141 0.04614875
48 1 1 2 3 3 0.26961287 0.02059527 0.04016320
49 1 1 3 0 0 0.21406005 0.03282139 0.03714347
50 1 1 3 0 1 0.23964097 0.04807199 0.04215103
51 1 1 3 0 2 0.24995831 0.03587267 0.04553626
52 1 1 3 0 3 0.18983942 -0.00882670 0.04448227
53 1 1 3 1 0 0.20101628 0.00064472 0.02931578
54 1 1 3 1 1 0.24920891 0.02287012 0.05493739
55 1 1 3 1 2 0.24484156 -0.04095024 0.06081553
56 1 1 3 1 3 0.19325257 -0.00039700 0.04210874
57 1 1 3 2 0 0.13378037 0.01217562 0.04243624
58 1 1 3 2 1 0.16138366 -0.01389372 0.04920012
59 1 1 3 2 2 0.13616851 0.03481904 0.03220430
60 1 1 3 2 3 0.16288486 0.01531510 0.04207516
61 1 1 3 3 0 0.15399220 -0.05974072 0.04662845
62 1 1 3 3 1 0.21473410 -0.00426291 0.04663892
63 1 1 3 3 2 0.20990670 -0.04784096 0.07057085
64 1 1 3 3 3 0.22071134 0.02624616 0.04165316
65 1 1 4 0 0 0.13976751 0.04896332 0.03765105
66 1 1 4 0 1 0.17286705 0.04581265 0.04508604
67 1 1 4 0 2 0.23079819 0.04874215 0.08265955
68 1 1 4 0 3 0.12143557 0.03899382 0.04732139
69 1 1 4 1 0 0.15794033 -0.01803110 0.03497631
70 1 1 4 1 1 0.23318503 -0.00020883 0.08645907
71 1 1 4 1 2 0.23180978 -0.03880446 0.07523919
72 1 1 4 1 3 0.15313930 -0.00596465 0.04090977
73 1 1 4 2 0 0.05045442 0.01175740 0.05607894
74 1 1 4 2 1 0.12464588 -0.01797987 0.06768822
75 1 1 4 2 2 0.08545427 0.02725432 0.04494306
76 1 1 4 2 3 0.08322423 0.00345029 0.05189020
77 1 1 4 3 0 0.11554059 -0.04933907 0.05735146
78 1 1 4 3 1 0.19366702 -0.04079751 0.06875048
79 1 1 4 3 2 0.19414029 -0.02954861 0.07544534
80 1 1 4 3 3 0.23306580 0.01028753 0.06558646
81 1 1 5 0 0 0.07647799 0.03649531 0.01862137
82 1 1 5 0 1 0.11746919 0.03551186 0.04279654
83 1 1 5 0 2 0.14383639 0.02604721 0.05715888
84 1 1 5 0 3 0.07902013 -0.00188541 0.02160489
85 1 1 5 1 0 0.11333531 -0.00472584 0.02969575
86 1 1 5 1 1 0.14560140 -0.02238879 0.05901002
87 1 1 5 1 2 0.17173433 -0.02531205 0.05596694
88 1 1 5 1 3 0.11243200 0.02647142 0.04796405
89 1 1 5 2 0 0.01943013 0.02777910 0.03192802
90 1 1 5 2 1 0.08448542 -0.00526067 0.05551596
91 1 1 5 2 2 0.06564331 0.03772670 0.04886487
92 1 1 5 2 3 0.06271871 0.02468926 0.03978705
93 1 1 5 3 0 0.06932760 -0.05371408 0.04275956
94 1 1 5 3 1 0.11473557 0.00124799 0.03769168
95 1 1 5 3 2 0.13506561 -0.04450848 0.04922631
96 1 1 5 3 3 0.14362067 -0.00259225 0.05142074
97 1 1 6 0 0 0.05643712 0.01237608 0.01439367
98 1 1 6 0 1 0.09216145 0.00864039 0.02732989
99 1 1 6 0 2 0.10809191 0.00942493 0.03546367
100 1 1 6 0 3 0.06205790 0.01190565 0.01596692
101 1 1 6 1 0 0.06581778 0.00012768 0.02329104
102 1 1 6 1 1 0.10470275 -0.03314455 0.04331417
103 1 1 6 1 2 0.10525451 -0.02619570 0.04045969
104 1 1 6 1 3 0.06504598 0.00044947 0.02051084
105 1 1 6 2 0 0.03131948 0.01071974 0.02491814
106 1 1 6 2 1 0.06628828 0.00458594 0.05288827
107 1 1 6 2 2 0.05718186 0.00886625 0.02765898
108 1 1 6 2 3 0.06671737 0.01181526 0.04044874
109 1 1 6 3 0 0.04649977 -0.01149420 0.01843891
110 1 1 6 3 1 0.07408091 -0.00097828 0.03156492
111 1 1 6 3 2 0.06831153 -0.05002331 0.04273808
112 1 1 6 3 3 0.09493409 0.01590648 0.03796424
113 1 1 7 0 0 0.07805486 -0.00821414 0.03572161
114 1 1 7 0 1 0.12390724 -0.02594263 0.06083300
115 1 1 7 0 2 0.12050012 0.01369469 0.05494458
116 1 1 7 0 3 0.06184348 0.00739004 0.02538759
117 1 1 7 1 0 0.06288872 -0.00464408 0.04315533
118 1 1 7 1 1 0.08727259 -0.05465905 0.05618163
119 1 1 7 1 2 0.10251521 -0.03296965 0.05378349
120 1 1 7 1 3 0.06982776 -0.00433702 0.02971410
121 1 1 7 2 0 0.00166811 0.01243238 0.04837801
122 1 1 7 2 1 -0.00180156 0.02906809 0.06424932
123 1 1 7 2 2 0.00720191 -0.00830466 0.02966449
124 1 1 7 2 3 0.09409090 -0.00328135 0.05545310
125 1 1 7 3 0 0.06343466 -0.01171757 0.04917802
126 1 1 7 3 1 0.10907176 0.02650018 0.08928210
127 1 1 7 3 2 0.02543720 -0.04299989 0.06905433
128 1 1 7 3 3 0.11234055 0.01598956 0.06210554
129 1 1 8 0 0 0.02962158 0.01434574 0.03447080
130 1 1 8 0 1 0.06646664 -0.00326117 0.02715485
131 1 1 8 0 2 0.05022853 -0.00007951 0.01718848
132 1 1 8 0 3 0.03496377 -0.00784158 0.02012706
133 1 1 8 1 0 0.04091917 -0.00900538 0.02817765
