INDEX ORBITAL_ID_2 ORBITAL_ID_1 TAU K_2 K_1 MEAN_R MEAN_I STD
236 1 1 0 14 11 -0.00005374 -0.00004282 0.00011109
237 1 1 0 14 12 -0.00004111 -0.00005075 0.00010701
238 1 1 0 14 13 -0.00002075 -0.00004191 0.00008883
239 1 1 0 14 14 0.00000000 -0.00000000 0.00000000
240 1 1 0 14 15 0.00004741 0.00008649 0.00017651
241 1 1 0 15 0 -0.00000020 -0.00001585 0.00087718
242 1 1 0 15 1 0.00002076 -0.00000000 0.00003005
243 1 1 0 15 2 -0.00001742 0.00009838 0.00018671
244 1 1 0 15 3 -0.00006898 0.00013457 0.00022877
245 1 1 0 15 4 -0.00010772 0.00012350 0.00024346
246 1 1 0 15 5 -0.00013157 0.00009848 0.00024805
247 1 1 0 15 6 -0.00014550 0.00006839 0.00024792
248 1 1 0 15 7 -0.00015361 0.00003771 0.00024670
249 1 1 0 15 8 -0.00015692 0.00000616 0.00024606
250 1 1 0 15 9 -0.00015615 -0.00002333 0.00024642
251 1 1 0 15 10 -0.00015131 -0.00005350 0.00024728
252 1 1 0 15 11 -0.00014098 -0.00008326 0.00024679
253 1 1 0 15 12 -0.00012125 -0.00010833 0.00024095
254 1 1 0 15 13 -0.00009250 -0.00011733 0.00022255
255 1 1 0 15 14 -0.00004741 -0.00008649 0.00017651
256 1 1 0 15 15 0.00000000 0.00000000 0.00000000
257 1 1 1 0 0 110.24507528 -0.00000000 0.00109372
258 1 1 1 0 1 0.24014619 0.08271770 0.00091804
259 1 1 1 0 2 0.19663038 0.10278150 0.00089487
260 1 1 1 0 3 0.14947535 0.11798045 0.00088690
261 1 1 1 0 4 0.10103701 0.11916441 0.00087814
262 1 1 1 0 5 0.05623699 0.10510993 0.00086486
263 1 1 1 0 6 0.02038448 0.07789385 0.00085063
264 1 1 1 0 7 -0.00264453 0.04119608 0.00083971
265 1 1 1 0 8 -0.01052473 -0.00044323 0.00083621
266 1 1 1 0 9 -0.00246957 -0.04207256 0.00083972
267 1 1 1 0 10 0.02073371 -0.07873271 0.00085062
268 1 1 1 0 11 0.05675379 -0.10587744 0.00086483
269 1 1 1 0 12 0.10169377 -0.11981304 0.00087800
270 1 1 1 0 13 0.15019483 -0.11844497 0.00088656
271 1 1 1 0 14 0.19718578 -0.10298677 0.00089433
272 1 1 1 0 15 0.24006828 -0.08267645 0.00091822
273 1 1 1 1 0 0.24006828 0.08267645 0.00091822
274 1 1 1 1 1 0.01763432 -0.00166044 0.00006817
275 1 1 1 1 2 0.01632864 0.00450011 0.00018098
276 1 1 1 1 3 0.01236233 0.00729501 0.00022269
277 1 1 1 1 4 0.00858220 0.00798994 0.00023919
278 1 1 1 1 5 0.00525227 0.00728877 0.00024395
279 1 1 1 1 6 0.00267919 0.00546442 0.00024377
280 1 1 1 1 7 0.00113962 0.00289647 0.00024251
281 1 1 1 1 8 0.00078308 0.00000956 0.00024197
282 1 1 1 1 9 0.00161392 -0.00277634 0.00024266
283 1 1 1 1 10 0.00351591 -0.00507261 0.00024412
284 1 1 1 1 11 0.00624223 -0.00654266 0.00024467
285 1 1 1 1 12 0.00945836 -0.00694501 0.00024067
286 1 1 1 1 13 0.01284341 -0.00617280 0.00022677
287 1 1 1 1 14 0.01606034 -0.00418696 0.00018595
288 1 1 1 1 15 0.01656332 -0.00000000 0.00003765
289 1 1 1 2 0 0.19718578 0.10298677 0.00089433
290 1 1 1 2 1 0.01624085 0.00465425 0.00017921
291 1 1 1 2 2 0.01590440 0.01046533 0.00003000
292 1 1 1 2 3 0.01128174 0.01227206 0.00009043
293 1 1 1 2 4 0.00653010 0.01133530 0.00010671
294 1 1 1 2 5 0.00318110 0.00938368 0.00010991
295 1 1 1 2 6 0.00098159 0.00655621 0.00011028
296 1 1 1 2 7 0.00010391 0.00330580 0.00010964
297 1 1 1 2 8 0.00056757 0.00007431 0.00010892
298 1 1 1 2 9 0.00227823 -0.00271304 0.00010840
299 1 1 1 2 10 0.00502046 -0.00468200 0.00010749
300 1 1 1 2 11 0.00848665 -0.00554118 0.00010484
301 1 1 1 2 12 0.01227594 -0.00508815 0.00009708
302 1 1 1 2 13 0.01647334 -0.00336539 0.00007686
303 1 1 1 2 14 0.01908861 -0.00000000 0.00002910
304 1 1 1 2 15 0.01606034 0.00418696 0.00018595
305 1 1 1 3 0 0.15019483 0.11844497 0.00088656
306 1 1 1 3 1 0.01219148 0.00750558 0.00022156
307 1 1 1 3 2 0.01124111 0.01234484 0.00008988
308 1 1 1 3 3 0.00984281 0.01709774 0.00002036
309 1 1 1 3 4 0.00459338 0.01504924 0.00010451
310 1 1 1 3 5 0.00103526 0.01135339 0.00009118
311 1 1 1 3 6 -0.00069983 0.00751537 0.00008388
312 1 1 1 3 7 -0.00086028 0.00361665 0.00007889
