INDEX ORBITAL_ID_2 ORBITAL_ID_1 TAU K_2 K_1 MEAN_R MEAN_I STD
1 1 1 0 0 0 0.00434597 -0.00000000 0.00020304
2 1 1 0 0 1 0.00587700 0.00000170 0.00024917
3 1 1 0 0 2 0.01155428 0.00000508 0.00039912
4 1 1 0 0 3 0.02460837 0.00000930 0.00068297
5 1 1 0 0 4 0.05137168 0.00001340 0.00112546
6 1 1 0 0 5 0.10348621 0.00001911 0.00169061
7 1 1 0 0 6 0.20107108 0.00000983 0.00210829
8 1 1 0 0 7 0.37194443 -0.00000494 0.00136376
9 1 1 0 0 8 0.50000000 0.00000000 0.00000000
10 1 1 0 0 9 0.37204430 0.00000347 0.00136266
11 1 1 0 0 10 0.20114043 -0.00001237 0.00210320
12 1 1 0 0 11 0.10340349 -0.00001865 0.00168516
13 1 1 0 0 12 0.05125277 -0.00001549 0.00112289
14 1 1 0 0 13 0.02453733 -0.00000860 0.00068229
15 1 1 0 0 14 0.01152891 -0.00000346 0.00039864
16 1 1 0 0 15 0.00587380 -0.00000120 0.00024860
17 1 1 0 1 0 0.00587380 0.00000120 0.00024860
18 1 1 0 1 1 0.00533515 0.00000278 0.00021419
19 1 1 0 1 2 0.00852155 0.00000621 0.00027684
20 1 1 0 1 3 0.01774964 0.00001166 0.00046266
21 1 1 0 1 4 0.03902455 0.00001604 0.00081099
22 1 1 0 1 5 0.08682644 0.00001673 0.00133539
23 1 1 0 1 6 0.20191361 0.00001153 0.00173914
24 1 1 0 1 7 0.50000000 -0.00000000 0.00000000
25 1 1 0 1 8 0.62805557 0.00000494 0.00136376
26 1 1 0 1 9 0.50001769 0.00000357 0.00022711
27 1 1 0 1 10 0.31782418 -0.00000532 0.00188608
28 1 1 0 1 11 0.17529592 -0.00000864 0.00218340
29 1 1 0 1 12 0.09040928 -0.00001103 0.00166655
30 1 1 0 1 13 0.04470705 -0.00000717 0.00109698
31 1 1 0 1 14 0.02139577 -0.00000245 0.00066259
32 1 1 0 1 15 0.01033797 0.00000000 0.00038895
33 1 1 0 2 0 0.01152891 0.00000346 0.00039864
34 1 1 0 2 1 0.00851736 0.00000490 0.00027634
35 1 1 0 2 2 0.01133724 0.00000837 0.00028658
36 1 1 0 2 3 0.02343362 0.00001316 0.00046067
37 1 1 0 2 4 0.05759941 0.00001408 0.00086284
38 1 1 0 2 5 0.15703948 0.00000745 0.00138946
39 1 1 0 2 6 0.50000000 -0.00000000 0.00000000
40 1 1 0 2 7 0.79808639 -0.00001153 0.00173914
41 1 1 0 2 8 0.79892892 -0.00000983 0.00210829
42 1 1 0 2 9 0.68226558 -0.00000448 0.00189222
43 1 1 0 2 10 0.49998720 0.00000079 0.00025787
44 1 1 0 2 11 0.31263014 0.00000070 0.00199043
45 1 1 0 2 12 0.17033784 -0.00000334 0.00222411
46 1 1 0 2 13 0.08725542 -0.00000361 0.00167432
47 1 1 0 2 14 0.04328608 0.00000000 0.00109447
48 1 1 0 2 15 0.02139577 0.00000245 0.00066259
49 1 1 0 3 0 0.02453733 0.00000860 0.00068229
50 1 1 0 3 1 0.01772164 0.00000967 0.00046232
51 1 1 0 3 2 0.02342648 0.00001185 0.00046054
52 1 1 0 3 3 0.05181033 0.00001037 0.00073174
53 1 1 0 3 4 0.14619980 0.00000271 0.00124796
54 1 1 0 3 5 0.50000000 -0.00000000 0.00000000
55 1 1 0 3 6 0.84296052 -0.00000745 0.00138946
56 1 1 0 3 7 0.91317356 -0.00001673 0.00133539
