INDEX ORBITAL_ID_2 ORBITAL_ID_1 TAU K_2 K_1 MEAN_R MEAN_I STD
1 1 1 0 0 0 0.99565403 0.00000000 0.00020304
2 1 1 0 0 1 0.99412620 0.00000120 0.00024860
3 1 1 0 0 2 0.98847109 0.00000346 0.00039864
4 1 1 0 0 3 0.97546267 0.00000860 0.00068229
5 1 1 0 0 4 0.94874723 0.00001549 0.00112289
6 1 1 0 0 5 0.89659651 0.00001865 0.00168516
7 1 1 0 0 6 0.79885957 0.00001237 0.00210320
8 1 1 0 0 7 0.62795570 -0.00000347 0.00136266
9 1 1 0 0 8 0.50000000 -0.00000000 0.00000000
10 1 1 0 0 9 0.62805557 0.00000494 0.00136376
11 1 1 0 0 10 0.79892892 -0.00000983 0.00210829
12 1 1 0 0 11 0.89651379 -0.00001911 0.00169061
13 1 1 0 0 12 0.94862832 -0.00001340 0.00112546
14 1 1 0 0 13 0.97539163 -0.00000930 0.00068297
15 1 1 0 0 14 0.98844572 -0.00000508 0.00039912
16 1 1 0 0 15 0.99412300 -0.00000170 0.00024917
17 1 1 0 1 0 0.99412300 0.00000170 0.00024917
18 1 1 0 1 1 0.99466485 0.00000278 0.00021419
19 1 1 0 1 2 0.99148264 0.00000490 0.00027634
20 1 1 0 1 3 0.98227836 0.00000967 0.00046232
21 1 1 0 1 4 0.96104790 0.00001591 0.00081013
22 1 1 0 1 5 0.91326131 0.00001786 0.00133292
23 1 1 0 1 6 0.79809474 0.00000659 0.00173647
24 1 1 0 1 7 0.50000000 -0.00000000 0.00000000
25 1 1 0 1 8 0.37204430 0.00000347 0.00136266
26 1 1 0 1 9 0.50001769 0.00000357 0.00022711
27 1 1 0 1 10 0.68226558 -0.00000448 0.00189222
28 1 1 0 1 11 0.82474142 -0.00000644 0.00219037
29 1 1 0 1 12 0.90949332 -0.00001103 0.00167218
30 1 1 0 1 13 0.95517323 -0.00000655 0.00109949
31 1 1 0 1 14 0.97853415 -0.00000296 0.00066332
32 1 1 0 1 15 0.98963755 0.00000000 0.00038946
33 1 1 0 2 0 0.98844572 0.00000508 0.00039912
34 1 1 0 2 1 0.99147845 0.00000621 0.00027684
35 1 1 0 2 2 0.98866276 0.00000837 0.00028658
36 1 1 0 2 3 0.97657352 0.00001185 0.00046054
37 1 1 0 2 4 0.94242847 0.00001185 0.00086257
38 1 1 0 2 5 0.84299048 0.00000329 0.00138877
39 1 1 0 2 6 0.50000000 -0.00000000 0.00000000
40 1 1 0 2 7 0.20190526 -0.00000659 0.00173647
41 1 1 0 2 8 0.20114043 -0.00001237 0.00210320
42 1 1 0 2 9 0.31782418 -0.00000532 0.00188608
43 1 1 0 2 10 0.49998720 0.00000079 0.00025787
44 1 1 0 2 11 0.68744343 -0.00000174 0.00199704
45 1 1 0 2 12 0.82970168 -0.00000255 0.00223142
46 1 1 0 2 13 0.91264548 -0.00000363 0.00168008
47 1 1 0 2 14 0.95659389 0.00000000 0.00109700
48 1 1 0 2 15 0.97853415 0.00000296 0.00066332
49 1 1 0 3 0 0.97539163 0.00000930 0.00068297
50 1 1 0 3 1 0.98225036 0.00001166 0.00046266
